圓藝企業股份有限公司	114臺北市內湖區基湖路35巷49號
優味企業股份有限公司	114臺北市內湖區瑞光路26巷36弄6號2樓
臺田環工股份有限公司	114臺北市內湖區基湖路35巷16號7樓
台灣三浦工業股份有限公司	114臺北市內湖區瑞湖街99號2樓
川揚電子有限公司	114臺北市內湖區瑞光路513巷26號3樓之1
汐音生化科技有限公司	114臺北市內湖區洲子街61號(1樓)
明群電腦股份有限公司	114臺北市內湖區瑞光路76巷22號5樓
威兆企業有限公司	114臺北市內湖區洲子街79號3樓之1
華譽企業有限公司	114臺北市內湖區基湖路10巷50號2樓
洋瑞國際開發有限公司	114臺北市內湖區瑞光路583巷28號4樓
英利得國際股份有限公司	114臺北市內湖區瑞光路605號10樓
三鋒儀器科技有限公司	114臺北市內湖區港墘路221巷21號5樓
漢佳企業股份有限公司	114臺北市內湖區瑞光路66巷25號5樓
瀚揚有限公司	114臺北市內湖區瑞光路188巷48號8樓
鸝鳥企業股份有限公司	114臺北市內湖區內湖路1段388號5樓之3
太平洋電信股份有限公司	114臺北市內湖區堤頂大道2段475號6樓
松英企業有限公司	114臺北市內湖區行忠路65號
瓊蓮股份有限公司	114臺北市內湖區民權東路6段11巷37之1號4樓
高岫貿易有限公司	114臺北市內湖區瑞光路431號3樓
亞致力物流股份有限公司	114臺北市內湖區瑞光路192號11樓
商之器科技股份有限公司	114臺北市內湖區內湖路1段516號5樓
泰仕電子工業股份有限公司	114臺北市內湖區瑞光路513巷31號7樓
長羚股份有限公司	114臺北市內湖區瑞光路288號12樓
緯富科技工業股份有限公司	114臺北市內湖區內湖路1段360巷15號7樓
達基實業有限公司	114臺北市內湖區民權東路6段21巷25號1樓
豐隆汽車股份有限公司	114臺北市內湖區民權東路6段23之1號
捷合科技股份有限公司	114臺北市內湖區瑞光路258巷55號2樓之1
鍾榮企業有限公司	114臺北市內湖區瑞湖街162號
大華投資股份有限公司	114臺北市內湖區瑞光路288號4樓
春地投資有限公司	114臺北市內湖區內湖路1段512號3樓
大榮投資股份有限公司	114臺北市內湖區基湖路35巷16號10樓
得量電機股份有限公司	114臺北市內湖區洲子街85號7樓之1
太克科技股份有限公司	114臺北市內湖區堤頂大道2段89號3樓
兆山辰精密科技股份有限公司	114臺北市內湖區瑞光路358巷30弄8號7樓
旭儀科技有限公司	114臺北市內湖區瑞光路26巷20弄25號5樓
協和旅行社股份有限公司	114臺北市內湖區洲子街75號3樓
遠巧股份有限公司	114臺北市內湖區基湖路35巷51號8樓
世健國際股份有限公司	114臺北市內湖區港墘路221巷41號2樓之1
雙運有限公司	114臺北市內湖區港墘路221巷37號3樓之1
瀚將設計攝影有限公司	114臺北市內湖區民權東路6段23號5樓之3
飛雁有限公司	114臺北市內湖區瑞光路585號11樓
鉦達資訊股份有限公司	114臺北市內湖區瑞光路76巷16號5樓之1
宜記國際股份有限公司	114臺北市內湖區內湖路1段360巷15號4樓之4
元鴻應用材料股份有限公司	114臺北市內湖區瑞光路258巷50號6樓之1
強生醫療儀器有限公司	114臺北市內湖區瑞光路478巷18弄22號5樓
城揚有限公司	114臺北市內湖區瑞光路513巷22弄5號4樓之3
瑞柯船務代理股份有限公司	114臺北市內湖區陽光街345巷10號4樓
艾克思通商有限公司	114臺北市內湖區洲子街77號9樓
寶島家電股份有限公司	114臺北市內湖區瑞光路513巷26號6樓
台浚企業有限公司	114臺北市內湖區瑞光路513巷26號3樓之1
偉特企業股份有限公司	114臺北市內湖區內湖路1段88號6樓
鋼道實業股份有限公司	114臺北市內湖區堤頂大道2段201號8樓
紳堡企業股份有限公司	114臺北市內湖區行忠路27號5樓
銓茂電子科技股份有限公司	114臺北市內湖區瑞光路478巷18弄20號6樓
辰昀企業有限公司	114臺北市內湖區瑞光路188巷51號
順風航空貨運承攬股份有限公司	114臺北市內湖區基湖路35巷6號1樓
展宏有限公司	114臺北市內湖區瑞光路76巷59號4樓
耀德國際育樂股份有限公司	114臺北市內湖區洲子街106號4樓
僑馥建築經理股份有限公司	114臺北市內湖區港墘路200號2樓之1
亨福實業股份有限公司	114臺北市內湖區內湖路1段396號8樓之2
光容有限公司	114臺北市內湖區舊宗路2段181巷12號4樓
威健資通股份有限公司	114臺北市內湖區內湖路1段308號11樓之1
珍萬國租賃股份有限公司	114臺北市內湖區港墘路221巷39號
萬穎實業股份有限公司	114臺北市內湖區瑞光路478巷22號6樓
聖陸營造工程股份有限公司	114臺北市內湖區堤頂大道2段285號5樓
柚通企業有限公司	114臺北市內湖區內湖路1段388號7樓之1
科鉅電子股份有限公司	114臺北市內湖區瑞光路618號5樓
中山企管顧問有限公司	114臺北市內湖區內湖路1段92號6樓之1
瑞安大藥廠股份有限公司	114臺北市內湖區內湖路1段392號11樓之1
旻成企業有限公司	114臺北市內湖區陽光街345巷6號5樓
錫田企業股份有限公司	114臺北市內湖區洲子街108號7樓
方喬實業有限公司	114臺北市內湖區港墘路221巷41號7樓之1
利達數位影音科技股份有限公司	114臺北市內湖區瑞光路513巷22弄17號
台灣希悅爾股份有限公司	114臺北市內湖區內湖路1段300號3樓之5
展昭國際企業股份有限公司	114臺北市內湖區港墘路185號3樓
優盛醫學科技股份有限公司	114臺北市內湖區港墘路189號12樓
貝金企業有限公司	114臺北市內湖區瑞光路188巷48號5樓
敦誼企業有限公司	114臺北市內湖區基湖路35巷49號5樓
捷元股份有限公司	114臺北市內湖區瑞光路66巷36號
捷運旅行社有限公司	114臺北市內湖區內湖路1段136號2樓
匯勝實業有限公司	114臺北市內湖區瑞光路586號4樓
賢毅股份有限公司	114臺北市內湖區內湖路1段392號11樓
凌威科技有限公司	114臺北市內湖區瑞光路408號3樓
特典電子股份有限公司	114臺北市內湖區瑞光路76巷61號3樓
宇迅國際有限公司	114臺北市內湖區堤頂大道2段473號1樓
士先有限公司	114臺北市內湖區瑞光路358巷38弄36號9樓之1
拓領環球運輸股份有限公司	114臺北市內湖區堤頂大道2段301號6樓
寶聰企業股份有限公司	114臺北市內湖區瑞光路206號208號8樓
唐和股份有限公司	114臺北市內湖區瑞光路618號8樓
無敵科技股份有限公司	114臺北市內湖區瑞光路513巷36號10樓
普春環保工程股份有限公司	114臺北市內湖區陽光街321巷10號5樓
聚峰地板有限公司	114臺北市內湖區瑞光路26巷20弄26號
凱笙企業股份有限公司	114臺北市內湖區瑞光路206號9樓
施耐德電機股份有限公司	114臺北市內湖區舊宗路2段189號5樓
堅群投資股份有限公司	114臺北市內湖區洲子街105號8樓
安立知股份有限公司	114臺北市內湖區內湖路1段316號7樓
先鋒股份有限公司	114臺北市內湖區瑞光路407號8樓
漢茂投資展業股份有限公司	114臺北市內湖區瑞光路318號
台灣芝浦機械股份有限公司	114臺北市內湖區瑞光路168號7樓
大裕營造有限公司	114臺北市內湖區瑞光路631號10樓
聯界電子股份有限公司	114臺北市內湖區基湖路35巷13號9樓
明基三豐醫療器材股份有限公司	114臺北市內湖區洲子街46號7樓
萊爾富國際股份有限公司	114臺北市內湖區西湖里瑞光路502號3樓
翌晟企業股份有限公司	114臺北市內湖區洲子街194號8樓
捷成興業有限公司	114臺北市內湖區瑞光路408號10樓之5
登琳實業股份有限公司	114臺北市內湖區洲子街79號12樓
漢崴諮詢顧問有限公司	114臺北市內湖區民權東路6段23號6樓之3
中租建設開發股份有限公司	114臺北市內湖區瑞光路360號3樓、3樓之1
昱泉國際股份有限公司	114臺北市內湖區瑞光路358巷30弄8號4樓
大有實業有限公司	114臺北市內湖區內湖路1段360巷8號8樓
貴洋企業有限公司	114臺北市內湖區洲子街79之1號9樓之1
意秋國際股份有限公司	114臺北市內湖區堤頂大道2段407巷32號7樓
理奧設計工程有限公司	114臺北市內湖區民權東路6段18號4樓
台銅金屬股份有限公司	114臺北市內湖區瑞光路618號8樓
隆泰文具印刷有限公司	114臺北市內湖區瑞光路26巷20弄23號1樓
同皇企業有限公司	114臺北市內湖區瑞光路435號8樓
珍萬國家具裝潢股份有限公司	114臺北市內湖區港墘路221巷39號
懋展企業股份有限公司	114臺北市內湖區堤頂大道2段475號5樓
新新聞文化事業股份有限公司	114臺北市內湖區瑞光路513巷33號4樓
蜜望實企業股份有限公司	114臺北市內湖區內湖路1段316號8樓
德豐海運承攬運送有限公司	114臺北市內湖區洲子街86號1樓
萬綺國際股份有限公司	114臺北市內湖區洲子街85號10樓之1
利原機械有限公司	114臺北市內湖區行忠路65號
宏宜儀器股份有限公司	114臺北市內湖區洲子街103號4樓
台灣曉奇股份有限公司	114臺北市內湖區瑞光路358巷30弄1號11樓
恩施企業有限公司	114臺北市內湖區瑞光路192號3樓之1
元大消防工程股份有限公司	114臺北市內湖區瑞光路478巷22號5樓
光寶科技股份有限公司	114臺北市內湖區瑞光路392號22樓
敦南開發投資股份有限公司	114臺北市內湖區瑞光路392號23樓
博而美國際股份有限公司	114臺北市內湖區民權東路6段15巷39號4樓
台聚投資股份有限公司	114臺北市內湖區基湖路37號12樓
孚汰企業有限公司	114臺北市內湖區舊宗路2段181巷2號3樓
天工興業股份有限公司	114臺北市內湖區陽光街351號8樓之2
華宇光能股份有限公司	114臺北市內湖區瑞光路258巷2號7樓
鼎堅資訊科技股份有限公司	114臺北市內湖區瑞光路76巷41號2樓
肯昱興業有限公司	114臺北市內湖區洲子街72號3樓
台灣艾比克股份有限公司	114臺北市內湖區瑞湖街103號6樓之4
唐麥國際股份有限公司	114臺北市內湖區內湖路1段88號7樓
海豪國際有限公司	114臺北市內湖區堤頂大道2段15號5樓之2
南良國際股份有限公司	114臺北市內湖區陽光街349號6樓
春地實業股份有限公司	114臺北市內湖區內湖路1段512號3樓
登盛企業股份有限公司	114臺北市內湖區港墘路189號9樓
麥克隊友股份有限公司	114臺北市內湖區陽光街321巷60號
福訊國際股份有限公司	114臺北市內湖區瑞光路66巷29號5樓之1
俊富科技有限公司	114臺北市內湖區瑞光路66巷27號1樓
台灣利豐股份有限公司	114臺北市內湖區瑞光路70號3樓
艾得股份有限公司	114臺北市內湖區內湖路1段360巷15號3樓
全珈貿易股份有限公司	114臺北市內湖區瑞光路606號8樓
新元資訊股份有限公司	114臺北市內湖區瑞光路258巷2號6樓之4
東纖精密工業股份有限公司	114臺北市內湖區瑞光路631號3樓
台灣默克股份有限公司	114臺北市內湖區堤頂大道2段89號6樓
協技科技股份有限公司	114臺北市內湖區堤頂大道2段301號8樓之1
中茂能資系統整合科技股份有限公司	114臺北市內湖區內湖路1段396號3樓之1
恆燿實業股份有限公司	114臺北市內湖區瑞光路618號5樓
輪廣電腦股份有限公司	114臺北市內湖區民權東路6段16-2號2樓
浤邦企業有限公司	114臺北市內湖區瑞光路316巷56號6樓
喬美園藝企業有限公司	114臺北市內湖區瑞光路66巷29號4樓之1
柏譜企業股份有限公司	114臺北市內湖區內湖路1段396號8樓
精傑科技股份有限公司	114臺北市內湖區民權東路6段23號5樓之1
宏矽企業股份有限公司	114臺北市內湖區洲子街72號2樓
運捷起重股份有限公司	114臺北市內湖區瑞光路26巷20弄25號1樓
誠光廣播器材有限公司	114臺北市內湖區洲子街181號5樓
詠展國際有限公司	114臺北市內湖區陽光街351號5樓之5
碩擇實業股份有限公司	114臺北市內湖區瑞光路258巷2號6樓之1
日比美股份有限公司	114臺北市內湖區洲子街79號3樓之1
盛浩企業有限公司	114臺北市內湖區洲子街108號3樓
崇越科技股份有限公司	114臺北市內湖區堤頂大道2段483號6樓
佳美檢驗科技股份有限公司	114臺北市內湖區瑞光路302號9樓
力高運通有限公司	114臺北市內湖區瑞湖街103號5樓之2
新晟科技股份有限公司	114臺北市內湖區瑞光路2號3樓之2
三暉圖書發行有限公司	114臺北市內湖區瑞光路258巷2號5樓之4
富達科技有限公司	114臺北市內湖區港墘路200號6樓
維多利亞皮鞋有限公司	114臺北市內湖區舊宗路2段121巷25號3樓
三采文化股份有限公司	114臺北市內湖區瑞光路513巷33號8樓
開平企業股份有限公司	114臺北市內湖區瑞光路513巷28號5樓
榮泰軸承股份有限公司	114臺北市內湖區陽光街345巷16號1樓
華智通信股份有限公司	114臺北市內湖區瑞光路584號7樓
傑氏電腦資訊股份有限公司	114臺北市內湖區內湖路1段120巷15弄8號2樓
知青頻道出版有限公司	114臺北市內湖區舊宗路2段121巷19號3樓
騰強科技有限公司	114臺北市內湖區瑞光路112巷1號5樓
亞之博國際有限公司	114臺北市內湖區瑞光路583巷21號5樓之3
三美實業股份有限公司	114臺北市內湖區基湖路35巷13號5樓
世柏股份有限公司	114臺北市內湖區瑞光路607號8樓
吉鴻電子股份有限公司	114臺北市內湖區民權東路6段15巷28號
健格科技股份有限公司	114臺北市內湖區民權東路6段21巷33、35號3樓
正航資訊股份有限公司	114臺北市內湖區瑞光路316巷56號5樓
力暘生物科技股份有限公司	114臺北市內湖區瑞光路188巷46號8樓
杏翔股份有限公司	114臺北市內湖區內湖路1段360巷8號5樓
仟祐企業有限公司	114臺北市內湖區堤頂大道2段497號11樓之6
